name,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
Gabe Vilardi,https://www.spotrac.com/nhl/player/_/id/23690,3437500,3.91,3437500,-,2023,2,1,2025,6875000,RFA,25-41d,Aug 16 1999,3 Years,CA,Windsor,Round 1 (#11 overall) 2017,Winnipeg Jets
Adam Lowry,https://www.spotrac.com/nhl/player/_/id/12238,3250000,3.69,3500000,-,2021,5,2,2026,16250000,UFA,31-182d,Mar 29 1993,8 Years,CA,Swift Current,Round 3 (#67 overall) 2011,Winnipeg Jets
Mason Appleton,https://www.spotrac.com/nhl/player/_/id/24219,2166666,2.46,2250000,-,2022,3,1,2025,6500000,UFA,28-255d,Jan 15 1996,4 Years,US,,Round 6 (#168 overall) 2015,Winnipeg Jets
Vladislav Namestnikov,https://www.spotrac.com/nhl/player/_/id/8964,2000000,2.27,2000000,-,2023,2,1,2025,4000000,UFA,31-309d,Nov 22 1992,9 Years,RU,London,Round 1 (#27 overall) 2011,Winnipeg Jets
Colin Miller,https://www.spotrac.com/nhl/player/_/id/13454,1500000,1.70,1500000,-,2024,2,2,2026,3000000,UFA,31-333d,Oct 29 1992,7 Years,CA,Sault Ste. Marie,Round 5 (#151 overall) 2012,Winnipeg Jets
Dylan Samberg,https://www.spotrac.com/nhl/player/_/id/23762,1400000,1.59,1500000,-,2023,2,1,2025,2800000,RFA,25-245d,Jan 24 1999,1 Years,US,Waterloo,Round 2 (#43 overall) 2017,Winnipeg Jets
Morgan Barron,https://www.spotrac.com/nhl/player/_/id/49435,1350000,1.53,1400000,-,2023,2,1,2025,2700000,RFA,25-298d,Dec 02 1998,2 Years,CA,,Round 6 (#174 overall) 2017,Winnipeg Jets
Logan Stanley,https://www.spotrac.com/nhl/player/_/id/20302,1250000,1.42,1000000,-,2024,2,2,2026,2500000,UFA,26-123d,May 26 1998,2 Years,CA,Windsor,Round 1 (#18 overall) 2016,Winnipeg Jets
Rasmus Kupari,https://www.spotrac.com/nhl/player/_/id/27063,1000000,1.14,1100000,-,2023,2,1,2025,2000000,RFA,24-194d,Mar 15 2000,2 Years,FI,Hermes,Round 1 (#20 overall) 2018,Winnipeg Jets
Kaapo Kahkonen,https://www.spotrac.com/nhl/player/_/id/25954,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,28-41d,Aug 16 1996,3 Years,FI,Lukko Rauma,Round 4 (#109 overall) 2014,Winnipeg Jets
David Gustafsson,https://www.spotrac.com/nhl/player/_/id/27129,835000,0.95,835000,-,2024,2,2,2026,1670000,RFA,24-167d,Apr 11 2000,3 Years,SE,HV 71,Round 2 (#60 overall) 2018,Winnipeg Jets
Eric Comrie,https://www.spotrac.com/nhl/player/_/id/13782,825000,0.94,825000,-,2024,1,1,2025,825000,UFA,29-83d,Jul 06 1995,7 Years,CA,Tri-City,Round 2 (#59 overall) 2013,Winnipeg Jets
Ville Heinola,https://www.spotrac.com/nhl/player/_/id/31644,800000,0.91,775000,-,2024,2,2,2026,1600000,RFA,23-207d,Mar 02 2001,,FI,Lukko Rauma,Round 1 (#20 overall) 2019,Winnipeg Jets
Axel Jonsson-Fjallby,https://www.spotrac.com/nhl/player/_/id/20434,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,26-228d,Feb 10 1998,1 Years,SE,Djurgarden,Round 5 (#147 overall) 2016,Winnipeg Jets
